Date,Close,Open,High,Low
1386720000,967.42866,916.77599,1004.93666,900.68016
1386806400,866.29003,967.42866,975.62383,832.22683
1386892800,911.23204,866.29003,919.30033,843.4055
1386979200,889.81946,911.23204,933.17016,859.44999
1387065600,848.9975,889.81946,897.30915,848.25583
1387152000,868.95316,848.9975,886.23583,819.43828
1387238400,653.80483,868.95316,876.21516,636.15056
1387324800,654.06266,653.80483,757.02366,647.62209
1387411200,553.69166,654.06266,654.06266,422.497
1387497600,693.05883,553.69166,710.3255,545.53966
1387584000,649.38965,693.05883,733.23666,598.06131
1387670400,595.95883,649.38965,651.8435,580.72816
1387756800,647.68316,595.95883,671.59166,594.36595
1387843200,671.58116,647.68316,685.3675,632.5431
1387929600,659.84333,671.58116,675.614,645.78333
1388016000,702.00083,659.84333,720.22498,651.53
1388102400,758.01016,702.00083,780.93666,698.07
1388188800,734.01166,758.01016,772.90666,723.98666
1388275200,717.92623,734.01166,753.83333,705.1025
1388361600,752.82022,717.92623,759.6362,713.751
1388448000,744.17249,752.82022,763.83,743.7
1388534400,768.40783,744.17249,772.959,733.19433
1388620800,769.09849,768.40783,774.26333,750.52516
1388707200,804.02719,769.09849,826.34166,768.15367
1388793600,813.31748,804.02719,839.85833,798.11833
1388880000,871.11583,813.31748,873.98,808.71666
1388966400,970.65083,871.11583,972.00354,861.25831
1389052800,962.46447,970.65083,1023.16666,914.76666
1389139200,855.75933,962.46447,970.22516,788.70166
1389225600,860.84166,855.75933,886.02916,822.32296
1389312000,847.5325,860.84166,880.64166,814.17054
1389398400,892.26115,847.5325,902.035,837.57458
1389484800,916.69666,892.26115,940.495,876.57666
1389571200,873.27168,916.69666,920.71733,857.73833
1389657600,863.69888,873.27168,873.27168,821.00333
1389744000,853.25666,863.69888,871.11385,839.125
1389830400,874.07416,853.25666,888.88519,853.25666
1389916800,842.19173,874.07416,879.62999,841.27916
1390003200,834.86666,842.19173,854.32827,810.22333
1390089600,838.42916,834.86666,850.56666,834.08333
1390176000,881.87583,838.42916,885.16166,834.77499
1390262400,873.28916,881.87583,882.45166,857.84584
1390348800,874.13266,873.28916,876.14065,861.77833
1390435200,864.56116,874.13266,874.13266,854.05916
1390521600,838.14997,864.56116,866.45964,834.99822
1390608000,834.57416,838.14997,838.26,810.64042
1390694400,858.12641,834.57416,876.24165,833.72638
1390780800,887.08337,858.12641,899.2283,851.74833
1390867200,830.53133,887.08337,887.37698,800.03833
1390953600,832.89496,830.53133,860.24269,798.18333
1391040000,832.87399,832.89496,846.92594,832.25583
1391126400,841.48914,832.87399,855.86653,816.05635
1391212800,847.36383,841.48914,852.3975,839.53166
1391299200,854.7225,847.36383,869.4796,843.35344
1391385600,856.03366,854.7225,882.43124,850.30816
1391472000,847.70697,856.03366,856.03366,842.73749
1391558400,844.28836,847.70697,852.26152,839.72962
1391644800,802.75333,844.28836,846.35105,793.63344
1391731200,748.43559,802.75333,815.79724,738.61499
1391817600,692.66914,748.43559,758.33833,658.83333
1391904000,668.86463,692.66914,721.64138,657.87721
1391990400,700.44843,668.86463,711.97109,662.74428
1392076800,694.3125,700.44843,702.36822,535.55166
1392163200,665.7975,694.3125,710.6525,635.23249
1392249600,645.615,665.7975,671.9975,633.395
1392336000,578.4125,645.615,653.355,532.3125
1392422400,641.91,578.4125,696.75,553.075
1392508800,656.2725,641.91,657.99749,626.80499
1392595200,611.04499,656.2725,657.2725,576.025
1392681600,634.99,611.04499,653.75,603.0675
1392768000,618.79,634.99,641.37249,607.9425
1392854400,619.8425,618.79,625.4225,612.5025
1392940800,545.7625,619.8425,620.84,525.0725
1393027200,561.535,545.7625,581.24,538.12249
1393113600,622.22,561.535,622.22,554.3525
1393200000,572.7675,622.22,637.5025,567.5
1393286400,501.155,572.7675,583.135,492.8925
1393372800,550.6025,501.155,562.54499,418.755
1393459200,573.1025,550.6025,599.505,548.98749
1393545600,567.2925,573.1025,583.7825,558.2225
1393632000,551.73,567.2925,570.7875,535.87
1393718400,560.195,551.73,570.0025,548.7825
1393804800,567.7,560.195,568.275,550.74749
1393891200,666.1475,567.7,681.615,562.3025
1393977600,660.84,666.1475,698.05,653.525
1394064000,662.0225,660.84,666.3275,643.525
1394150400,651.285,662.0225,663.74,644.345
1394236800,612.33,651.285,653.98249,611.02
1394323200,611.1625,612.33,626.25,600.99249
1394409600,637.615,611.1625,644.8825,610.0675
1394496000,626,637.615,642.5275,610.995
1394582400,633.74749,626,645.75,615.2725
1394668800,631.755,633.74749,639.5375,627.3925
1394755200,636.41414,631.755,641.66999,631.315
1394841600,628.18751,636.41414,636.75668,624.77166
1394928000,632.95333,628.18751,636,625.54183
1395014400,630.34833,632.95333,635.24333,627.48
1395100800,617.24333,630.34833,630.77666,616.17333
1395187200,616.86665,617.24333,621.47168,599.75998
1395273600,601.015,616.86665,621.18353,601.00996
1395360000,581.33333,601.015,604.52831,579.55331
1395446400,570.36168,581.33333,605.15331,563.46166
1395532800,562.95333,570.36168,571.86663,550.60331
1395619200,557.16833,562.95333,570.33081,551.16331
1395705600,573.34998,557.16833,587.98666,552.12997
1395792000,572.49161,573.34998,585.57499,570.43831
1395878400,570.54833,572.49161,589.95497,561.61165
1395964800,509.70665,570.54833,571.57667,471.01833
1396051200,499.24998,509.70665,525.16333,487.16333
1396137600,486.80845,499.24998,504.21231,483.5116
1396224000,472.4783,486.80845,486.80845,443.26166
1396310400,464.88,472.4783,472.4783,442.19166
1396396800,480.16581,464.88,500.64066,459.6783
1396483200,427.87498,480.16581,494.98333,419.705
1396569600,432.99716,427.87498,456.34863,414.41333
1396656000,453.87148,432.99716,455.99333,428.63
1396742400,462.445,453.87148,465.63773,444.13629
1396828800,456.46948,462.445,466.475,450.80566
1396915200,452.81,456.46948,458.925,443.71861
1397001600,450.48083,452.81,456.88188,446.71668
1397088000,426.98333,450.48083,453.06422,423.82189
1397174400,374.59166,426.98333,427.5385,344.22166
1397260800,438.24666,374.59166,438.24666,374.59166
1397347200,423.51566,438.24666,438.91098,413.08833
1397433600,409.03166,423.51566,425.68516,394.1018
1397520000,455.28316,409.03166,470.95333,406.85585
1397606400,517.09666,455.28316,524.80583,454.18166
1397692800,522.455,517.09666,543.31749,493.08333
1397779200,490.8785,522.455,529.29783,481.45501
1397865600,469.38332,490.8785,497.77333,468.16166
1397952000,507.80663,469.38332,511.76836,467.81668
1398038400,505.09665,507.80663,510.83165,489.18038
1398124800,497.65001,505.09665,507.44998,488.875
1398211200,487.84,497.65001,498.59166,482.73666
1398297600,487.11333,487.84,489.32333,480.58666
1398384000,469.08816,487.11333,500.62333,468.98333
1398470400,448.77834,469.08816,472.48499,440.13883
1398556800,452.14829,448.77834,463.18666,448.50008
1398643200,426.78166,452.14829,457.45584,423.40166
1398729600,432.60498,426.78166,445.73085,421.07659
1398816000,444.85668,432.60498,449.08171,431.00828
1398902400,454.55666,444.85668,455.43,432.97666
1398988800,453.59833,454.55666,459.42666,447.27006
1399075200,441.97833,453.59833,453.59833,439.90333
1399161600,438.29035,441.97833,443.36661,428.51808
1399248000,432.78748,438.29035,438.44883,428.51836
1399334400,418.61831,432.78748,434.35831,418.55791
1399420800,428.42593,418.61831,431.33331,418.01666
1399507200,442.57666,428.42593,446.35999,423.11181
1399593600,439.04,442.57666,445.01666,434.30833
1399680000,449.04333,439.04,451.24499,438.06666
1399766400,449.74166,449.04333,453.54333,446.21333
1399852800,434.27,449.74166,450.04166,430.33333
1399939200,437,434.27,440.21333,431.515
1400025600,438.88,437,439.51833,433.13333
1400112000,445.045,438.88,445.89666,438.88
1400198400,443.18,445.045,447.74499,441.73333
1400284800,445.60666,443.18,447.15166,442.29
1400371200,445.15666,445.60666,446.48,443.78166
1400457600,444.73833,445.15666,446.18166,442.35
1400544000,455.65333,444.73833,458.23333,442.05333
1400630400,489.86999,455.65333,494.21,450.16333
1400716800,490.18666,489.86999,494.46166,487.63
1400803200,522.31,490.18666,535.09,487.815
1400889600,512.30833,522.31,543.095,511.97333
1400976000,533.92999,512.30833,535.725,511.69833
1401062400,579.59333,533.92999,589.945,533.13
1401148800,581.51,579.59333,589.78166,575.84
1401235200,572.44833,581.51,591.24166,549.62
1401321600,562.4,572.44833,576.55666,560.415
1401408000,571.845,562.4,573.27,556.28166
1401494400,612.12666,571.845,622.50666,566.69666
1401580800,638.16333,612.12666,638.94666,610.82499
1401667200,634.98333,638.16333,676.60333,620.585
1401753600,660.24666,634.98333,667.19333,610.99333
1401840000,627.79833,660.24666,675.73833,617.78666
1401926400,642.89166,627.79833,650.76333,624.965
1402012800,652.52666,642.89166,664.97833,639.42833
1402099200,648.60166,652.52666,657.94166,635.85166
1402185600,652.59166,648.60166,656.84666,646.63166
1402272000,652.11,652.59166,655.015,649.41333
1402358400,644.085,652.11,653.34666,637.57833
1402444800,642.00666,644.085,657.97,640.465
1402531200,632.55,642.00666,646.385,624.16166
1402617600,585.48333,632.55,633.66166,562.59
1402704000,588.52333,585.48333,613.465,584.635
1402790400,570.28833,588.52333,590.76166,541.19333
1402876800,589.06666,570.28833,593.54833,551.31
1402963200,592.25666,589.06666,606.82166,585.685
1403049600,610.41333,592.25666,613.99166,590.18833
1403136000,601.88666,610.41333,612.85666,599.72333
1403222400,594.09333,601.88666,605.93833,590.16999
1403308800,582.04499,594.09333,595.21666,581.18833
1403395200,599.57,582.04499,603.205,581.68666
1403481600,592.405,599.57,602.82833,591.495
1403568000,584.64166,592.405,593.255,580.84
1403654400,575.905,584.64166,588.78,570.47166
1403740800,571.76666,575.905,576.03166,558.58333
1403827200,582.43166,571.76666,584.16333,565.91833
1403913600,597.66833,582.43166,600.72,576.24833
1404000000,598.73333,597.66833,604.33833,591.205
1404086400,597.51333,598.73333,600.54166,588.98
1404172800,647.12249,597.51333,647.12249,597.04499
1404259200,637.85625,647.12249,654.76874,627.77125
1404345600,642.65125,637.85625,653.65875,635.17999
1404432000,643.95124,642.65125,646.88375,635.26625
1404518400,628.41625,643.95124,644.18125,625.80125
1404604800,631.03,628.41625,635.89874,624.50125
1404691200,631.29875,631.03,632.575,627.43125
1404777600,621.24249,631.29875,633.0625,612.2625
1404864000,620.72,621.24249,621.74749,616.19625
1404950400,621.3075,620.72,624.01,616.165
1405036800,616.83124,621.3075,621.4675,609.4275
1405123200,634.35749,616.83124,636.61875,613.94875
1405209600,627.69,634.35749,635.04625,625.99249
1405296000,621.42499,627.69,634.12,621.28
1405382400,618.73875,621.42499,623.24749,615.9775
1405468800,619.8075,618.73875,622.46124,617.84124
1405555200,614.68875,619.8075,620.45,612.87625
1405641600,623.49749,614.68875,627.04625,611.75
1405728000,623.99625,623.49749,628.54499,616.475
1405814400,623.00625,623.99625,626.80875,621.365
1405900800,617.96124,623.00625,623.97375,617.38375
1405987200,622.10749,617.96124,622.20624,616.73375
1406073600,618.4475,622.10749,622.49125,617.945
1406160000,617.6875,618.4475,619.92375,616.93375
1406246400,602.93125,617.6875,618.26374,591.455
1406332800,597.585,602.93125,605.98125,593.5875
1406419200,592.96375,597.585,598.15625,590.17625
1406505600,580.11,592.96375,595.87875,579.15125
1406592000,585.44875,580.11,622.93125,511.66375
1406678400,580.5175,585.44875,586.625,577.58124
1406764800,564.57,580.5175,581.28125,559.62249
1406851200,583.39,564.57,587.96,564.57
1406937600,593.80625,583.39,601.835,582.61
1407024000,581.52,593.80625,594.16875,580.22625
1407110400,585.80125,581.52,588.20375,578.20875
1407196800,582.33375,585.80125,592.83624,581.84375
1407283200,582.52125,582.33375,586.70875,579.83624
1407369600,583.62375,582.52125,586.8775,578.80125
1407456000,595.80875,583.62375,598.76874,581.7175
1407542400,585.39625,595.80875,596.385,585.23125
1407628800,586.05875,585.39625,588.99749,584.89
1407715200,588.7525,586.05875,593.6975,585.695
1407801600,566.31625,588.7525,588.7525,564.91999
1407888000,565.55125,566.31625,573.31375,562.8375
1407974400,534.54,565.55125,565.73,524.33
1408060800,511.4725,534.54,534.57875,495.26
1408147200,487.56625,511.4725,515.36,483.475
1408233600,516.62625,487.56625,522.19,484.215
1408320000,489.4675,516.62625,516.95375,482.85875
1408406400,455.91625,489.4675,491.965,435.59875
1408492800,472.91,455.91625,488.52625,455.83375
1408579200,519.015,472.91,532.7675,464.39625
1408665600,508.12875,519.015,526.78625,506.63625
1408752000,507.51,508.12875,522.19375,500.03625
1408838400,501.63125,507.51,509.285,490.61
1408924800,503.32125,501.63125,513.375,496.2525
1409011200,504.62625,503.32125,506.19875,497.67625
1409097600,513.39125,504.62625,514.85375,503.22625
1409184000,514.62375,513.39125,521.34875,509.58875
1409270400,506.025,514.62375,515.78375,505.46125
1409356800,504.70625,506.025,512.28,502.4225
1409443200,502.055,504.70625,505.585,499.49875
1409529600,474.5425,502.055,502.54375,474.09125
1409616000,477.98375,474.5425,485.94,471.12375
1409702400,476.88375,477.98375,483.305,470.88375
1409788800,475.65,476.88375,479.59875,473.87875
1409875200,485.65125,475.65,494.03625,475.10375
1409961600,480.9075,485.65125,489.5875,478.82625
1410048000,481.88375,480.9075,484.8225,479.78
1410134400,473.58625,481.88375,485.37,471.99875
1410220800,468.5775,473.58625,478.3925,464.52
1410307200,474.29125,468.5775,478.03375,464.65625
1410393600,479.4175,474.29125,487.20625,474.29125
1410480000,473.6725,479.4175,480.3975,471.16625
1410566400,471.5325,473.6725,476.02125,467.1125
1410652800,475.37875,471.5325,479.2275,470.97125
1410739200,475.02125,475.37875,477.78375,473.335
1410825600,471.08375,475.02125,476.43625,468.3875
1410912000,464.55375,471.08375,472.42125,461.65625
1410998400,449.95875,464.55375,465.32375,446.705
1411084800,425.4475,449.95875,451.36625,405.18375
1411171200,410.08,425.4475,426.48125,380.745
1411257600,405.79625,410.08,422.99125,401.93375
1411344000,399.0975,405.79625,405.79625,390.7875
1411430400,399.5025,399.0975,405.245,394.59125
1411516800,427.8125,399.5025,443.6875,391.45625
1411603200,416.12,427.8125,431.79,412.89875
1411689600,410.15,416.12,418.56,406.60125
1411776000,403.4975,410.15,411.04,396.04375
1411862400,398.84,403.4975,405.205,394.14
1411948800,377.97875,398.84,398.8675,370.05625
1412035200,376.08375,377.97875,385.71375,369.125
1412121600,387.94,376.08375,393.98,373.77625
1412208000,381.7475,387.94,390.35375,377.6
1412294400,372.0575,381.7475,382.77125,369.24875
1412380800,360.7525,372.0575,374.555,353.80125
1412467200,335.98125,360.7525,362.13,321.86375
1412553600,308.07875,335.98125,337.22375,286.36874
1412640000,337.23375,308.07875,343.51,304.6875
1412726400,326.2325,337.23375,338.76,316.71749
1412812800,351.34625,326.2325,355.73875,325.51375
1412899200,368.59625,351.34625,382.66625,347.19
1412985600,359.2025,368.59625,374.90375,351.54
1413072000,356.99875,359.2025,363.73375,350.48625
1413158400,371.15625,356.99875,377.92125,352.45375
1413244800,392.7825,371.15625,394.5675,366.7275
1413331200,396.34625,392.7825,409.73375,390.89375
1413417600,392.56625,396.34625,397.48375,386.385
1413504000,376.26875,392.56625,393.36375,369.29375
1413590400,378.675,376.26875,382.7,371.83375
1413676800,390.95875,378.675,392.87125,376.21125
1413763200,381.72375,390.95875,391.365,381.72375
1413849600,380.0575,381.72375,383.8175,377.025
1413936000,382.93875,380.0575,388.965,377.90937
1414022400,376.59,382.93875,383.8075,376.59
1414108800,351.7825,376.59,376.59,351.25625
1414195200,353.6325,351.7825,360.555,351.12
1414281600,345.1925,353.6325,355.545,339.92625
1414368000,350.9775,345.1925,357.86875,345.1925
1414454400,349.79625,350.9775,355.53125,346.00125
1414540800,348.9025,349.79625,354.6925,346.82875
1414627200,335.53625,348.9025,351.84875,332.49874
1414713600,343.55875,335.53625,350.41375,332.73375
1414800000,338.0105,343.55875,346.26625,335.50367
1414886400,325.22633,338.0105,338.1295,319.367
1414972800,331.60083,325.22633,333.75983,319.0435
1415059200,324.71833,331.60083,332.75133,323.06333
1415145600,332.45666,324.71833,335.81166,320.93333
1415232000,336.585,332.45666,341.49,328.56166
1415318400,346.775,336.585,351.575,336.02833
1415404800,344.81166,346.775,351.295,339.86
1415491200,343.065,344.81166,345.625,340.63
1415577600,358.50166,343.065,363.85333,342.325
1415664000,368.07666,358.50166,374.71166,357.98
1415750400,376.99666,368.07666,380.52,360.49166
1415836800,442.10666,376.99666,442.37166,376.98666
1415923200,389.00333,442.10666,458.05166,385.675
1416009600,394.92666,389.00333,412.20666,381.855
1416096000,377.08,394.92666,397.02666,368.45
1416182400,400.47166,377.08,404.445,376.615
1416268800,384.93,400.47166,410.17,375.47833
1416355200,375.83333,384.93,389.35999,369.515
1416441600,376.16,375.83333,385.06,371.71833
1416528000,348.565,376.16,377.63,347.51333
1416614400,352.42,348.565,355.835,341.93
1416700800,356.8,352.42,363.70166,351.06833
1416787200,367.83,356.8,371.24166,353.475
1416873600,381.20666,367.83,388.67666,364.89
1416960000,375.498,381.20666,393.06333,369.851
1417046400,372.819,375.498,377.667,365.265
1417132800,368.983,372.819,373.272,367.401
1417219200,375.44,368.983,381.554,358.018
1417305600,376.851,375.44,385.537,372.332
1417392000,376.13218,376.851,381.582,374.492
1417478400,377.862,376.13218,382.602,376.082
1417564800,382.452,377.862,383.719,377.85311
1417651200,376.382,382.452,383.008,373.9132
1417737600,368.3618,376.382,378.106,365.543
1417824000,373.414,368.3618,378.235,367.6398
1417910400,373.744,373.414,375.501,370.93
1417996800,373.155,373.744,375.849,373.059
1418083200,357.884,373.155,373.7,356.069
1418169600,348.898,357.884,358.097,344.198
1418256000,341.041,348.898,351.242,337.632
1418342400,348.272,341.041,361.003,340.081
1418428800,346.742,348.272,353.846,345.851
1418515200,347.348,346.742,348.36,345.363
1418601600,348.674,347.348,353.14099,346.519
1418688000,338.547,348.674,349.745,337.79
1418774400,330.536,338.547,339.901,323.77499
1418860800,317.405,330.536,331.281,314.438
1418947200,306.45999,317.405,317.405,304.225
1419033600,319.196,306.45999,320.19099,306.45999
1419120000,321.89299,319.196,330.77,319.196
1419206400,320.03499,321.89299,324.993,317.58299
1419292800,328.701,320.03499,332.466,318.975
1419379200,332.053,328.701,335.903,328.053
1419465600,321.386,332.053,332.821,317.734
1419552000,318.563,321.386,321.685,316.13
1419638400,320.868,318.563,330.467,318.494
1419724800,316.009,320.868,321.556,312.007
1419811200,315.64,316.009,319.63099,310.541
1419897600,313.994,315.64,317.552,311.705
1419984000,309.903,313.994,314.467,308.812
1420070400,317.204,309.903,319.559,309.661
1420156800,314.49899,317.204,317.31599,312.567
1420243200,311.14099,314.49899,315.56599,310.156
1420329600,277.853,311.14099,312.288,275.952
1420416000,270.813,277.853,286.243,257.022
1420502400,272.0175,270.813,277.97199,265.24
1420588800,283.84125,272.0175,286.95999,271.67874
1420675200,290.485,283.84125,300.24124,283.68
1420761600,281.03625,290.485,291.40499,280.365
1420848000,286.688,281.03625,291.2475,280.92375
1420934400,277.64999,286.688,287.87,272.82399
1421020800,268.10199,277.64999,277.64999,263.834
1421107200,243.081,268.10199,271.774,243.081
1421193600,219.128,243.081,249.04299,216.356
1421280000,193.3511,219.128,219.973,170.084
1421366400,220.5745,193.3511,229.3059,192.0803
1421452800,209.1655,220.5745,222.0138,199.1781
1421539200,195.59467,209.1655,209.3242,194.9578
1421625600,212.2711,195.59467,218.9848,194.5501
1421712000,211.5401,212.2711,216.6805,206.6594
1421798400,212.28249,211.5401,214.66619,204.8001
1421884800,230.6754,212.28249,236.83589,210.8765
1421971200,226.30419,230.6754,236.34609,224.3954
1422057600,231.4242,226.30419,235.02849,224.9847
1422144000,251.606,231.4242,254.98829,231.4242
1422230400,283.59769,251.606,290.8877,243.305
1422316800,258.5374,283.59769,307.9664,254.225
1422403200,257.447,258.5374,268.022,250.9381
1422489600,235.948,257.447,262.7574,225.266
1422576000,233.141,235.948,237.463,220.1002
1422662400,226.94116,233.141,242.724,225.08875
1422748800,216.66066,226.94116,233.52791,215.00708
1422835200,229.80441,216.66066,231.91775,211.53066
1422921600,237.65175,229.80441,242.31883,222.218
1423008000,225.83858,237.65175,246.1851,224.10733
1423094400,226.554,225.83858,230.02183,220.71741
1423180800,219.75625,226.554,227.40666,214.65725
1423267200,225.46666,219.75625,226.18658,216.36516
1423353600,225.73291,225.46666,230.15883,222.82991
1423440000,222.78408,225.73291,229.33333,219.96391
1423526400,220.16725,222.78408,223.94616,217.08533
1423612800,223.00366,220.16725,223.5535,215.45466
1423699200,218.72833,223.00366,223.00924,218.27583
1423785600,223.96716,218.72833,224.00924,217.61941
1423872000,237.65716,223.96716,240.23908,223.13041
1423958400,256.21758,237.65716,261.66275,237.26424
1424044800,230.1355,256.21758,267.34908,226.90608
1424131200,235.71275,230.1355,239.58716,229.83233
1424217600,242.93183,235.71275,246.13708,234.99991
1424304000,237.1035,242.93183,243.79491,231.74658
1424390400,241.07183,237.1035,243.11,235.63558
1424476800,245.70566,241.07183,247.13699,241.07183
1424563200,245.145,245.70566,246.45508,243.00916
1424649600,235.14141,245.145,245.70399,233.06841
1424736000,238.93183,235.14141,239.62416,231.77475
1424822400,238.15225,238.93183,239.36141,235.74258
1424908800,235.67716,238.15225,238.56583,233.85925
1424995200,251.28908,235.67716,251.28908,234.44633
1425081600,251.03416,251.28908,257.50475,246.14616
1425168000,251.9314,251.03416,254.18825,250.58558
1425254400,258.8485,251.9314,260.63639,244.9732
1425340800,270.7625,258.8485,272.46819,257.5751
1425427200,278.1172,270.7625,286.282,267.03699
1425513600,269.2606,278.1172,283.3832,266.469
1425600000,274.8977,269.2606,280.3962,263.627
1425686400,270.86109,274.8977,275.54309,269.3872
1425772800,276.72789,270.86109,277.7033,270.86109
1425859200,277.98519,276.72789,278.5315,271.9756
1425945600,294.1886,277.98519,296.4732,276.89909
1426032000,289.7149,294.1886,300.34,288.5597
1426118400,292.8678,289.7149,296.744,288.8829
1426204800,293.224,292.8678,296.73899,291.8317
1426291200,282.644,293.224,293.9851,281.02229
1426377600,283.0809,282.644,286.19169,280.2655
1426464000,290.61579,283.0809,291.1669,282.4696
1426550400,290.542,290.61579,293.9259,288.934
1426636800,283.7507,290.542,291.754,282.6035
1426723200,252.44789,283.7507,284.4759,246.7832
1426809600,263.4741,252.44789,264.23519,250.6699
1426896000,259.913,263.4741,263.4741,258.38829
1426982400,259.3943,259.913,262.136,254.7868
1427068800,267.5549,259.3943,269.9758,259.328
1427155200,265.273,267.5549,270.0403,260.6465
1427241600,246.6733,265.273,265.7907,242.8803
1427328000,245.6489,246.6733,249.2025,236.0453
1427414400,246.5497,245.6489,254.4384,244.3759
1427500800,248.4467,246.5497,249.2089,246.0461
1427587200,246.728,248.4467,254.1074,246.0068
1427673600,245.1133,246.728,247.6292,236.4428
1427760000,247.2639,245.1133,248.5962,242.278
1427846400,243.3028,247.2639,247.8894,241.1402
1427932800,246.96,243.3028,247.9642,240.1261
1428019200,252.0578,246.96,254.1979,244.2932
1428105600,253.4334,252.0578,255.755,251.168
1428192000,252.0256,253.4334,253.796,250.33675
1428278400,260.3589,252.0256,261.1468,251.12063
1428364800,252.0909,260.3589,260.404,251.08688
1428451200,252.8629,252.0909,255.2263,251.73675
1428537600,244.0449,252.8629,253.0569,242.592
1428624000,240.9478,244.0449,244.9784,237.9013
1428710400,236.4388,240.9478,241.8075,231.7809
1428796800,236.5542,236.4388,237.3163,233.41963
1428883200,235.522,236.5542,236.7432,232.6473
1428969600,222.6009,235.522,236.7879,220.5774
1429056000,220.9126,222.6009,222.6009,215.4597
1429142400,226.0171,220.9126,226.5496,218.55975
1429228800,227.9255,226.0171,229.2841,224.729
1429315200,223.317,227.9255,228.0318,221.1092
1429401600,223.4062,223.317,223.8713,220.1168
1429488000,223.9214,223.4062,226.1347,221.126
1429574400,224.9815,223.9214,226.2222,221.91625
1429660800,235.50369,224.9815,236.685,223.70388
1429747200,234.15749,235.50369,238.16109,232.4405
1429833600,233.40079,234.15749,236.3318,231.8257
1429920000,228.92379,233.40079,233.8944,228.4377
1430006400,219.94549,228.92379,229.5635,218.0493
1430092800,219.19029,219.94549,220.2149,214.2754
1430179200,227.3867,219.19029,232.3386,217.4964
1430265600,225.3545,227.3867,227.3867,222.8689
1430352000,225.9976,225.3545,226.919,223.2127
1430438400,236.6827,225.9976,239.6384,225.9976
1430524800,233.8511,236.6827,239.3447,231.9123
1430611200,236.2378,233.8511,236.92579,232.4931
1430697600,240.3646,236.2378,243.6192,236.176
